id;lat;lon;time;tags;url
5323474;524.232.166.666.667;4.826.205;5-3-2020 06:59;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433610329_IMG_7113.JPG
5323477;524.232.166.666.667;4.826.205;5-3-2020 06:59;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433610598_IMG_7112.JPG
5323479;52.423.245;482.618.833.333.333;5-3-2020 06:59;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433610692_IMG_7111.JPG
5316314;524.948.616.666.667;475.559.666.666.667;4-3-2020 07:04;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/4/134369-1583351726467_IMG_7041.JPG
5290933;52.498.825;475.379.166.666.667;1-3-2020 09:03;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/1/134369-1583055274001_IMG_6981.JPG
5290947;524.998.166.666.667;475.048.666.666.667;1-3-2020 08:56;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/1/134369-1583055275900_IMG_6969.JPG
5290932;5.249.967;475.006.166.666.667;1-3-2020 08:55;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/1/134369-1583055276367_IMG_6964.JPG
5287204;524.825.966.666.667;46.773;29-2-2020 14:03;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/29/134369-1582986305751_IMG_6890.JPG
5287187;524.827.333.333.333;467.762.166.666.667;29-2-2020 14:03;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/29/134369-1582986306074_IMG_6889.JPG
5287212;524.830.366.666.667;467.747.833.333.333;29-2-2020 14:02;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/29/134369-1582986306385_IMG_6884.JPG
5287225;524.830.366.666.667;467.748.333.333.333;29-2-2020 14:02;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/29/134369-1582986306691_IMG_6883.JPG
5271336;523.794.666.666.667;669.632;27-2-2020 13:50;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/27/134369-1582812672690_IMG_6872.JPG
5240069;524.755.783.333.333;467.715.833.333.333;22-2-2020 11:30;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376375119_IMG_6834.JPG
5240160;524.753.133.333.333;467.777.166.666.667;22-2-2020 11:29;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376375427_IMG_6831.JPG
5240117;524.752.416.666.667;467.788.833.333.333;22-2-2020 11:29;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376375625_IMG_6829.JPG
5240132;524.752.416.666.667;467.797.833.333.333;22-2-2020 11:28;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376375760_IMG_6828.JPG
5240159;52.475.105;46.781;22-2-2020 11:28;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376376895_IMG_6820.JPG
5240124;524.751.083.333.333;4.678.145;22-2-2020 11:28;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376377029_IMG_6819.JPG
5240125;52.475.045;4.678.205;22-2-2020 11:27;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376377160_IMG_6817.JPG
5240133;524.749.666.666.667;467.845;22-2-2020 11:27;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376378848_IMG_6815.JPG
5240191;524.749.533.333.333;467.847.166.666.667;22-2-2020 11:27;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376377838_IMG_6814.JPG
5240114;5.247.495;4.678.455;22-2-2020 11:27;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376377982_IMG_6813.JPG
5240178;524.749.216.666.667;467.848.666.666.667;22-2-2020 11:26;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376378129_IMG_6811.JPG
5240093;524.747.966.666.667;46.787;22-2-2020 11:26;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376378544_IMG_6809.JPG
5240164;524.747.866.666.667;467.867.166.666.667;22-2-2020 11:26;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376378392_IMG_6808.JPG
5240141;524.747.716.666.667;4.678.695;22-2-2020 11:26;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376378998_IMG_6807.JPG
5240122;5.247.478;467.872;22-2-2020 11:26;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376379187_IMG_6805.JPG
5240182;524.747.966.666.667;467.874.166.666.667;22-2-2020 11:26;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376379393_IMG_6804.JPG
5240100;5.247.477;467.875.833.333.333;22-2-2020 11:26;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376380300_IMG_6803.JPG
5240099;5.247.475;467.874.666.666.667;22-2-2020 11:25;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376379695_IMG_6801.JPG
5240064;5.247.475;467.873.666.666.667;22-2-2020 11:25;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376380129_IMG_6800.JPG
5240139;5.247.473;467.873.333.333.333;22-2-2020 11:25;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376379919_IMG_6799.JPG
5240152;524.747.366.666.667;467.873.833.333.333;22-2-2020 11:25;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376380617_IMG_6798.JPG
5240130;524.747.383.333.333;4.678.755;22-2-2020 11:25;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/2/22/134369-1582376381757_IMG_6797.JPG
